suburb,address,listing_type,property_type,postcode,buy_price,rent_price,bedrooms,bathrooms,carspaces,landsize,year_built,latitude,longitude,features
Braybrook,11/27 Marnoo St,buy,house,3019,495000,,3,1,1,158,2005,-37.7889,144.8465,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Newport,16 Milford St,buy,house,3015,760000,,2,1,2,255,1930,-37.8469,144.8766,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,54 Pine St,buy,house,3073,793000,,3,1,2,589,1950,-37.7195,144.9982,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Williamstown,46 Pasco St,buy,house,3016,1400000,,4,2,1,320,1950,-37.8613,144.8988,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick,28 Osborne St,buy,house,3056,855000,,3,1,1,229,1930,-37.7622,144.9586,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
South Kingsville,42 Watt St,buy,house,3015,930000,,4,1,3,669,1950,-37.8305,144.8736,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mount Waverley,37 Waimarie Dr,buy,house,3149,1635000,,3,1,2,720,1960,-37.87735,145.13357,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,2/31 Cumming St,buy,townhouse,3055,670000,,3,1,2,109,2010,-37.7609,144.9416,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Sunshine West,1/52 Drinkwater Cr,buy,house,3020,450000,,3,1,2,283,1970,-37.79703,144.81228000000004,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moorabbin,118 Rowans Rd,buy,house,3189,901000,,3,2,3,558,1955,-37.9435,145.0522,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe,67 Hawtin St,buy,house,3106,1205000,,4,2,2,646,1980,-37.75807,145.13478,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Templestowe,21 Wood St,buy,house,3106,910000,,4,2,2,520,1980,-37.75436,145.11938999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,65 Gardiner Pde,buy,house,3146,1650000,,2,1,2,660,1928,-37.85671,145.0604,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Thornbury,109 Rossmoyne St,buy,house,3071,1570000,,3,2,1,377,1920,-37.7578,145.0076,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Elsternwick,3/26 Ross St,buy,house,3185,800000,,3,2,2,331,2010,-37.8847,144.9992,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Berwick,3 Thornley Dr,buy,house,3806,740000,,4,2,2,796,2004,-38.06022,145.35044,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh,17 Smith St,buy,house,3204,1900000,,6,3,2,708,1988,-37.9181,145.04399999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Cairnlea,16 Homebush Rd,buy,house,3023,630000,,3,2,2,397,2007,-37.75107,144.78415,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,17 Cohuna St,buy,house,3055,1150000,,2,1,1,539,1940,-37.77279,144.94069,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Greensborough,15 Carnon St,buy,house,3088,895000,,3,2,2,1036,1954,-37.69538,145.11543,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Viewbank,19 Lena St,buy,house,3084,920000,,3,2,2,834,1975,-37.7396,145.0884,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Melton West,3 Becker Cl,buy,house,3337,410000,,3,2,2,740,1985,-37.68052,144.55106,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,71 Bignell Rd,buy,house,3165,1200000,,4,2,2,619,1960,-37.9358,145.0688,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,15 Moody St,buy,house,3104,2910000,,4,3,2,1070,1992,-37.7975,145.0716,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew,30 Stirling St,buy,house,3101,2180000,,3,1,2,372,1905,-37.80946,145.04251000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Coburg,5A Hardwick St,buy,townhouse,3058,876000,,2,2,1,134,2014,-37.74914,144.96826,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Thornbury,119A Harold St,buy,house,3071,1605000,,4,2,2,348,1930,-37.75582,144.98951,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Whittlesea,30 Sherwin St,buy,house,3757,601000,,3,2,1,972,1996,-37.51232,145.13282,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Toorak,6 Leighton Ct,buy,house,3142,4200000,,3,4,2,565,2005,-37.8448,145.0123,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,41 Shrewsbury St,buy,house,3165,1595000,,4,1,2,581,1960,-37.91291,145.05996000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick West,487 Brunswick Rd,buy,house,3055,1150000,,3,1,2,726,1950,-37.7747,144.9421,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moonee Ponds,1/31 Holberg St,buy,house,3039,832000,,3,2,2,214,1997,-37.7709,144.9334,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Surrey Hills,20 Albert Cr,buy,house,3127,2720000,,4,3,2,1005,1920,-37.82421,145.10352,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hoppers Crossing,22 Strang St,buy,house,3029,555500,,3,2,1,557,1971,-37.87498,144.69617,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Pascoe Vale,115 Derby St,buy,house,3044,800000,,4,1,1,593,1970,-37.7278,144.9463,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bayswater North,17 Kalawar Av,buy,house,3153,762000,,3,2,2,792,1980,-37.82809,145.29287,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kingsville,2/15 Edgar St,buy,apartment,3012,440000,,2,1,1,117,2008,-37.8083,144.8775,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Caulfield South,48A Jupiter St,buy,townhouse,3162,1410000,,4,2,3,342,2005,-37.8957,145.0196,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Keilor East,16 Ash Gr,buy,house,3033,1230000,,4,4,2,538,1990,-37.74975,144.86895,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hadfield,1/32 Sutherland St,buy,house,3046,545000,,3,2,3,230,2000,-37.7073,144.9486,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh,8B McKittrick Rd,buy,townhouse,3204,1320000,,4,3,3,346,2010,-37.9294,145.041,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Brighton,679 Hampton St,buy,house,3186,1385000,,3,1,2,426,1935,-37.9254,145.0045,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Watsonia,5 Sarong St,buy,house,3087,600000,,3,1,1,605,1970,-37.7166,145.0837,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Caulfield South,25 Gardenvale Rd,buy,house,3162,1700000,,4,2,2,627,1925,-37.89918,145.01679,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hawthorn,1/9 Kinkora Rd,buy,house,3122,1510000,,3,2,2,264,1970,-37.8163,145.0301,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heidelberg West,23 Redwood St,buy,house,3081,691000,,3,1,2,624,1965,-37.7456,145.0397,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,2/25 Hazel St,buy,apartment,3124,900000,,2,1,1,150,1970,-37.8438,145.066,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Hawthorn,3 Randolph St,buy,house,3122,2065000,,3,1,1,351,1910,-37.8165,145.02100000000004,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moonee Ponds,75 Bowen St,buy,house,3039,1040000,,2,1,2,313,1920,-37.7663,144.9098,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,67 Centre Rd,buy,house,3187,1445000,,2,1,1,649,1940,-37.9153,145.0142,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kealba,6 McGrath Cl,buy,house,3021,545000,,3,2,2,570,1980,-37.7367,144.8246,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,1A Wallen St,buy,house,3187,1035000,,2,1,1,542,1985,-37.91704,145.01846,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Reservoir,24 Daleglen St,buy,house,3073,351000,,1,1,1,168,1950,-37.69828,145.02184,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Epping,19 Lotus Ct,buy,house,3076,658000,,4,2,2,571,1997,-37.63762,145.03538999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,14 Milroy St,buy,house,3187,2504000,,4,2,2,674,1950,-37.9022,145.0125,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Viewbank,44 Martins La,buy,house,3084,895000,,4,2,2,700,1980,-37.7326,145.0881,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,1 Melva St,buy,house,3165,1515000,,4,3,2,635,1950,-37.9107,145.0745,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moorabbin,7 Walsh Av,buy,house,3189,1290000,,3,1,1,580,1970,-37.94492,145.04938,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Moonee Ponds,82 Argyle St,buy,house,3039,990000,,3,1,2,328,1900,-37.7658,144.9077,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ashwood,95 Huntingdale Rd,buy,house,3147,1100000,,4,2,2,803,1970,-37.8621,145.1126,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,133A Centre Rd,buy,house,3187,1310000,,4,3,2,618,2008,-37.9162,145.0219,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Airport West,11 Harrington Rd,buy,house,3042,725000,,6,3,2,976,1980,-37.7239,144.8735,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ascot Vale,26 Newsom St,buy,house,3032,1000000,,3,2,2,440,1955,-37.7746,144.9031,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton,3/198 Church St,buy,apartment,3186,671000,,1,1,1,70,1980,-37.9194,145.0003,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Spotswood,66 The Avenue,buy,house,3015,1070000,,3,1,2,526,1950,-37.8267,144.8779,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oakleigh South,5 Ellesmere St,buy,house,3167,1120000,,4,2,2,564,1975,-37.93543,145.08408,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Camberwell,13 Grace St,buy,house,3124,1622000,,3,1,1,544,1930,-37.8436,145.0581,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Seabrook,21 Catherine Rd,buy,house,3028,515000,,3,1,2,531,1985,-37.87793,144.75626,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Fairfield,44 Separation St,buy,house,3078,1255000,,4,1,1,368,1915,-37.77167,145.02015,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunbury,64 Stewarts La,buy,house,3429,605000,,3,2,2,755,1996,-37.56533,144.71233,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oakleigh,36 Hatter St,buy,house,3166,1225000,,3,1,2,528,1930,-37.9066,145.088,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hadfield,23 Surrey St,buy,house,3046,545000,,2,1,3,591,1960,-37.7128,144.9471,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor Downs,2 Ajax Cl,buy,house,3038,720000,,4,2,2,660,1985,-37.72086,144.79399999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,41 Johnson St,buy,house,3070,1340000,,2,1,1,297,1910,-37.7627,144.9986,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick East,1 Nunan St,buy,house,3057,856000,,4,2,2,136,1997,-37.7601,144.9805,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
East Melbourne,7 Webb La,buy,townhouse,3002,1350000,,2,2,1,87,2005,-37.81803,144.9892,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Pascoe Vale,18 Kitchener Rd,buy,house,3044,1085000,,2,1,2,847,1960,-37.7182,144.9384,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick East,14 Hutchinson St,buy,house,3057,998000,,3,1,2,104,2000,-37.7723,144.9761,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton,21 Wolseley Gr,buy,house,3186,2405000,,4,1,2,695,1970,-37.9262,144.9969,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Werribee,31 Hooker Rd,buy,house,3030,412700,,3,1,1,299,2005,-37.89513,144.64056000000005,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sandringham,79 Victoria St,buy,house,3191,2100000,,4,2,2,831,1945,-37.95694,145.01936,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,12 Norfolk Cct,buy,house,3108,1520000,,4,3,2,657,2010,-37.7954,145.1379,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Preston,21 Gillingham St,buy,house,3072,1162500,,3,2,2,463,1920,-37.7507,144.9921,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Craigieburn,27 Kensley Cct,buy,house,3064,492000,,4,2,2,479,2009,-37.57005,144.91908999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Northcote,1/78 Helen St,buy,house,3070,1010000,,3,1,1,178,2000,-37.771,144.9974,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ivanhoe,49 Carn Av,buy,house,3079,2100000,,5,3,2,740,1960,-37.76086,145.05177,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,20 Wills St,buy,house,3146,1452000,,3,2,2,269,1997,-37.854,145.0542,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Surrey Hills,7/92 Union Rd,buy,apartment,3127,600000,,2,1,1,101,1975,-37.8263,145.0962,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Airport West,1/80 Hawker St,buy,townhouse,3042,700000,,3,2,2,239,2009,-37.7218,144.8837,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Reservoir,13 Crawley St,buy,house,3073,1015000,,4,1,1,518,1920,-37.726,145.0044,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hawthorn East,3/859 Toorak Rd,buy,townhouse,3123,1590000,,3,2,2,289,2010,-37.8451,145.0525,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Williamstown,6 Caspian Tce,buy,house,3016,1200000,,4,3,2,183,2006,-37.8566,144.8737,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Oakleigh East,1/17 Claudel St,buy,townhouse,3166,820000,,3,2,1,200,2013,-37.91017,145.11488,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Bundoora,22 Moreton Cr,buy,house,3083,814000,,3,1,2,542,1970,-37.70861,145.05691000000004,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh,15 Wilson St,buy,house,3204,1385000,,4,2,1,576,1920,-37.9152,145.0244,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Werribee,2 Brookville Av,buy,house,3030,514000,,4,2,2,639,2000,-37.8723,144.661,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Seaford,43 Galway St,buy,house,3198,540000,,3,1,2,648,1960,-38.11014,145.14336,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Keilor East,28 Nyah St,buy,townhouse,3033,777000,,3,2,1,300,1950,-37.73421,144.86831999999995,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Hampton,15 Littlewood St,buy,house,3188,2513000,,3,2,1,766,1930,-37.9346,145.0049,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Malvern East,2 Tennyson St,buy,house,3145,2001000,,4,2,2,526,1910,-37.8771,145.0505,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hillside,20 Viridian Dr,buy,house,3037,618350,,4,2,2,542,2009,-37.68104,144.74608,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Carlton North,292 Amess St,buy,house,3054,1950000,,4,2,2,207,1900,-37.7804,144.9748,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Scoresby,17 Walsh Av,buy,house,3179,1120000,,4,2,2,960,1985,-37.88992,145.22123,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kew East,2 Violet Gr,buy,house,3102,1750000,,3,2,4,611,1930,-37.7997,145.058,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Elwood,50 John St,buy,house,3184,1410000,,2,1,1,249,1930,-37.87964,144.9856,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Heidelberg,36 Buckingham Dr,buy,house,3084,1030000,,3,3,2,649,2017,-37.7501,145.0822,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Maribyrnong,2 Murnong St,buy,house,3032,1048700,,4,2,2,452,1999,-37.774,144.877,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Mentone,1/1 Franklin St,buy,townhouse,3194,940000,,3,1,2,331,1989,-37.97759,145.06482,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Hoppers Crossing,138 Bellbridge Dr,buy,house,3029,520000,,3,2,2,530,1999,-37.86713,144.71086,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Avondale Heights,9 Thompson St,buy,house,3034,934000,,4,2,1,581,1975,-37.76421,144.85594,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brunswick East,10 Harrison St,buy,house,3057,1310000,,3,1,2,456,1950,-37.7638,144.9804,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh,4/10 Blair St,buy,townhouse,3204,1105000,,4,2,1,207,2007,-37.9156,145.0355,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Hadfield,40 Angus St,buy,house,3046,740000,,3,1,1,568,1960,-37.7077,144.9438,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ripponlea,26 Bell St,buy,townhouse,3185,755000,,2,2,1,66,2005,-37.8813,144.9964,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Lalor,1 Howell St,buy,house,3075,560000,,3,1,1,364,1985,-37.67122,145.01487,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Kensington,35 Henry St,buy,house,3031,1037000,,3,1,1,188,1910,-37.7953,144.9275,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Thornbury,35D Clapham St,buy,house,3071,1346000,,3,2,2,349,1918,-37.7544,144.998,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bulleen,12 Ralph St,buy,house,3105,1300000,,4,2,3,650,1960,-37.77352,145.09843999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Yarraville,160 Hyde St,buy,house,3013,871000,,3,2,2,428,1965,-37.8167,144.8965,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Toorak,4/83 Grange Rd,buy,townhouse,3142,1550000,,3,2,2,117,2000,-37.8343,145.0112,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Hawthorn,5/350 Auburn Rd,buy,townhouse,3122,1236000,,3,2,2,159,2000,-37.83179000000001,145.04293,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Pascoe Vale,24 Alexandra St,buy,house,3044,731000,,3,1,2,568,1960,-37.7178,144.9422,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Werribee,2/50 Tower Rd,buy,house,3030,335000,,2,1,1,190,1980,-37.90423,144.67008,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn,5/95 Balwyn Rd,buy,apartment,3103,754000,,2,1,1,87,1990,-37.8134,145.08100000000005,"['Secure parking', 'Balcony', 'Lift', 'Shared gym', 'NBN ready', 'Secure access']"
Rosanna,9 Darvall St,buy,house,3084,1100000,,3,2,2,468,1985,-37.74088,145.06285,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton,97 Dendy St,buy,house,3186,2730000,,5,3,2,895,1938,-37.9204,145.0028,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Scoresby,5 Drysdale Ct,buy,house,3179,870000,,3,2,2,590,1981,-37.89628,145.22294,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Hawthorn East,16 Leura Gr,buy,house,3123,2800000,,4,1,2,764,1940,-37.8374,145.0486,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine,13 Cannon St,buy,house,3020,605000,,3,1,1,462,1956,-37.7969,144.8276,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Malvern East,17A Findon St,buy,house,3145,1870000,,3,2,1,400,1930,-37.8718,145.0404,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Doncaster,41 Pettys La,buy,house,3108,1225000,,4,3,2,740,1985,-37.7912,145.1127,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Newport,473 Melbourne Rd,buy,house,3015,920000,,3,2,2,296,1910,-37.8395,144.8825,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Balwyn North,85a Woodville St,buy,house,3104,1335000,,3,2,2,368,2009,-37.7846,145.0935,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Surrey Hills,63 Shepherd St,buy,house,3127,1812500,,4,2,2,715,1920,-37.8325,145.1114,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bentleigh East,88 MacKie Rd,buy,house,3165,1370000,,4,1,2,684,1970,-37.9147,145.0751,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Spotswood,6 McNeilage St,buy,house,3015,832500,,2,1,2,562,1950,-37.8333,144.8868,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Bellfield,9 Sullivan St,buy,house,3081,906000,,2,1,1,617,1960,-37.7528,145.04443999999995,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Brighton East,355 Nepean Hwy,buy,house,3187,1290000,,3,1,2,661,1920,-37.9045,145.0082,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Glen Iris,116 High St,buy,house,3146,2825000,,5,4,4,802,2013,-37.8627,145.0719,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Elwood,105 Mitford St,buy,house,3184,1800000,,3,2,2,188,2010,-37.87818,144.98532,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Ascot Vale,33 Dalgety Dr,rent,house,3032,960000,1440,3,2,2,229,2011,-37.7778,144.9065,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
Sunshine,2/7 Mayo St,rent,townhouse,3020,410000,615,2,2,2,204,2008,-37.7982,144.82299999999995,"['Garage', 'Balcony', 'Heating', 'City view', 'Air conditioning']"
Epping,2/8 Zurzolo Tce,rent,house,3076,417500,626,2,1,1,157,2000,-37.64827,145.05317,"['Backyard', 'Driveway', 'Garden', 'Heating', 'Swimming pool']"
